Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","052","Barbados","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","134.222","X","Figure from international organizations",""
"OA","Annual population","052","Barbados","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","145.957","X","Figure from international organizations",""
"OA","Annual population","052","Barbados","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","197.584","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","9673.971","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","4467.692","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","5206.279","X","Figure from international organizations",""
"OA","Annual population","112","Belarus","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","1976.92","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","11510.568","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","5677.883","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","5832.685","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","226.556","X","Figure from international organizations",""
"OA","Annual population","084","Belize","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","389.095","X","Figure from international organizations",""
"OA","Annual population","084","Belize","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","195.944","X","Figure from international organizations",""
"OA","Annual population","084","Belize","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","193.151","X","Figure from international organizations",""
"OA","Annual population","084","Belize","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","211.248","X","Figure from international organizations",""
"OA","Annual population","204","Benin","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","12290.444","X","Figure from international organizations",""
"OA","Annual population","204","Benin","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","6152.125","X","Figure from international organizations",""
"OA","Annual population","204","Benin","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","6138.319","X","Figure from international organizations",""
"OA","Annual population","204","Benin","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","6153.211","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","63.812","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","30.878","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","32.934","X","Figure from international organizations",""
"OA","Annual population","060","Bermuda","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","0","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","767.459","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","407.103","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","360.356","X","Figure from international organizations",""
"OA","Annual population","064","Bhutan","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","482.419","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","11777.315","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","5916.395","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","5860.919","X","Figure from international organizations",""
"OA","Annual population","068","Bolivia (Plurinational State of)","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","3439.82","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","25.57","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","13.206","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","12.365","X","Figure from international organizations",""
"OA","Annual population","535","Bonaire, Sint Eustatius and Saba","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","6.502","X","Figure from international organizations",""
"OA","Annual population","070","Bosnia and Herzegovina","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","3360.711","X","Figure from international organizations",""
"OA","Annual population","070","Bosnia and Herzegovina","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","1652.504","X","Figure from international organizations",""
"OA","Annual population","070","Bosnia and Herzegovina","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","1708.207","X","Figure from international organizations",""
"OA","Annual population","070","Bosnia and Herzegovina","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","1798.985","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","2499.702","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","1233.202","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","1266.499","X","Figure from international organizations",""
"OA","Annual population","072","Botswana","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","708.307","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","211782.878","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","104119.798","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","107663.08","X","Figure from international organizations",""
"OA","Annual population","076","Brazil","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","27985.169","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","30.61","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","14.786","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","15.825","X","Figure from international organizations",""
"OA","Annual population","092","British Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","16.71","X","Figure from international organizations",""
"OA","Annual population","096","Brunei Darussalam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","438.048","X","Figure from international organizations",""
"OA","Annual population","096","Brunei Darussalam","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","226.876","X","Figure from international organizations",""
"OA","Annual population","096","Brunei Darussalam","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","211.173","X","Figure from international organizations",""
"OA","Annual population","096","Brunei Darussalam","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","96.908","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","7052.532","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","3420.914","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","3631.617","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","1722.907","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","20951.639","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","10431.262","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","10520.378","X","Figure from international organizations",""
"OA","Annual population","854","Burkina Faso","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","14229.173","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","11874.838","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","5894.278","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","5980.56","X","Figure from international organizations",""
"OA","Annual population","108","Burundi","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","10028.767","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","577.03","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","286.974","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","290.056","X","Figure from international organizations",""
"OA","Annual population","132","Cabo Verde","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","189.426","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","16207.746","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","8021.264","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","8186.482","X","Figure from international organizations",""
"OA","Annual population","116","Cambodia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","12558.947","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","25782.341","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","12855.489","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","12926.852","X","Figure from international organizations",""
"OA","Annual population","120","Cameroon","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","10892.584","X","Figure from international organizations",""
"OA","Annual population","124","Canada","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","37522.584","X","Figure from international organizations",""
"OA","Annual population","124","Canada","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","18641.142","X","Figure from international organizations",""
"OA","Annual population","124","Canada","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","18881.443","X","Figure from international organizations",""
"OA","Annual population","124","Canada","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","6903.53","X","Figure from international organizations",""
"OA","Annual population","136","Cayman Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","66.134","X","Figure from international organizations",""
"OA","Annual population","136","Cayman Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","33.285","X","Figure from international organizations",""
"OA","Annual population","136","Cayman Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","32.849","X","Figure from international organizations",""
"OA","Annual population","136","Cayman Islands","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","0","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","5209.324","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","2605.852","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","2603.472","X","Figure from international organizations",""
"OA","Annual population","140","Central African Republic","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","2810.003","X","Figure from international organizations",""
"OA","Annual population","148","Chad","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","16126.866","X","Figure from international organizations",""
"OA","Annual population","148","Chad","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","8094.822","X","Figure from international organizations",""
"OA","Annual population","148","Chad","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","8032.044","X","Figure from international organizations",""
"OA","Annual population","148","Chad","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","12132.857","X","Figure from international organizations",""
"OA","Annual population","830","Channel Islands","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","115.227","X","Figure from international organizations",""
"OA","Annual population","152","Chile","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","19039.485","X","Figure from international organizations",""
"OA","Annual population","152","Chile","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","9450.404","X","Figure from international organizations",""
"OA","Annual population","152","Chile","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","9589.082","X","Figure from international organizations",""
"OA","Annual population","152","Chile","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","2265.846","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","7496.122","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","3461.876","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","4034.246","X","Figure from international organizations",""
"OA","Annual population","344","China, Hong Kong SAR","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","0","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","663.653","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","312.356","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","351.296","X","Figure from international organizations",""
"OA","Annual population","446","China, Macao SAR","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","0","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","1421864.031","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","726781.914","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","695082.117","X","Figure from international organizations",""
"OA","Annual population","156","China, mainland","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","563652.725","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","23777.737","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","11802.406","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","11975.331","X","Figure from international organizations",""
"OA","Annual population","158","China, Taiwan Province of","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","5095.473","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","50187.406","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","24779.301","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","25408.106","X","Figure from international organizations",""
"OA","Annual population","170","Colombia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","9419.54","X","Figure from international organizations",""
"OA","Annual population","174","Comoros","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","790.986","X","Figure from international organizations",""
"OA","Annual population","174","Comoros","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","397.126","X","Figure from international organizations",""
